id,age,workclass,education,education_num,marital_status,occupation,hours_per_week,capital_gain,capital_loss,income
759,45,Federal-gov,HS-grad,9,Married,Tech-support,34,0,0,>50K
760,36,Private,Some-college,10,Married,Tech-support,27,0,0,>50K
761,32,Local-gov,Masters,15,Never-married,Sales,38,0,0,<=50K
762,33,Self-emp,Some-college,10,Married,Craft-repair,29,0,1000,<=50K
763,44,Federal-gov,Bachelors,13,Never-married,Craft-repair,28,0,0,<=50K
764,47,State-gov,Some-college,10,Married,Sales,42,0,0,>50K
765,29,Private,Assoc,11,Married,Craft-repair,25,0,0,>50K
766,37,Self-emp,Masters,15,Never-married,Prof-specialty,49,0,0,>50K
767,30,Private,Some-college,10,Never-married,Other-service,46,0,0,<=50K
768,18,Private,HS-grad,9,Married,Other-service,60,0,0,<=50K
769,36,Local-gov,Some-college,10,Divorced,Prof-specialty,33,0,0,<=50K
770,38,Self-emp,HS-grad,9,Married,Other-service,31,0,0,<=50K
771,31,Private,HS-grad,9,Married,Exec-managerial,42,0,0,<=50K
772,35,Private,HS-grad,9,Married,Prof-specialty,25,0,0,>50K
773,44,Private,Bachelors,13,Married,Machine-op,58,0,0,>50K
774,36,Local-gov,HS-grad,9,Married,Machine-op,47,10000,0,>50K
775,43,Private,Some-college,10,Married,Other-service,50,0,0,<=50K
776,53,Private,HS-grad,9,Married,Prof-specialty,27,7500,0,>50K
777,17,Private,Some-college,10,Married,Sales,32,0,0,<=50K
778,53,Local-gov,HS-grad,9,Never-married,Exec-managerial,36,0,0,>50K
779,20,Private,9th,6,Never-married,Other-service,36,0,0,<=50K
780,51,State-gov,Assoc,11,Never-married,Prof-specialty,42,0,500,>50K
781,19,Federal-gov,HS-grad,9,Never-married,Prof-specialty,37,0,1500,<=50K
782,24,Local-gov,Bachelors,13,Married,Machine-op,37,0,0,>50K
783,59,Federal-gov,Assoc,11,Never-married,Prof-specialty,35,0,0,>50K
784,29,Self-emp,Some-college,10,Never-married,Farming-fishing,39,0,0,<=50K
785,70,Private,HS-grad,9,Married,Machine-op,44,10000,0,<=50K
786,51,Private,Doctorate,18,Never-married,Sales,30,0,0,<=50K
787,53,State-gov,Masters,15,Divorced,Machine-op,29,0,0,>50K
788,28,Private,Some-college,10,Never-married,Farming-fishing,22,0,0,<=50K
789,30,Private,HS-grad,9,Married,Craft-repair,40,0,0,<=50K
790,17,Private,Bachelors,13,Never-married,Tech-support,31,0,0,>50K
791,34,Federal-gov,Bachelors,13,Married,Craft-repair,34,0,0,>50K
792,32,Private,Assoc,11,Married,Farming-fishing,45,15000,0,>50K
793,36,Private,11th,8,Married,Sales,46,0,0,>50K
794,51,Private,HS-grad,9,Divorced,Sales,49,0,0,>50K
795,36,Private,Assoc,11,Married,Exec-managerial,52,0,0,>50K
796,22,State-gov,Bachelors,13,Never-married,Exec-managerial,33,0,0,>50K
797,28,Private,HS-grad,9,Married,Sales,34,0,0,<=50K
798,21,Private,Assoc,11,Never-married,Tech-support,39,10000,0,>50K
799,31,Private,Some-college,10,Married,Farming-fishing,27,0,0,<=50K
800,51,Local-gov,9th,6,Never-married,Craft-repair,39,0,0,<=50K
801,40,Private,11th,8,Never-married,Machine-op,36,0,0,<=50K
802,43,Private,HS-grad,9,Never-married,Exec-managerial,39,0,0,<=50K
803,21,Federal-gov,9th,6,Never-married,Prof-specialty,59,0,500,<=50K
804,19,Local-gov,Bachelors,13,Married,Prof-specialty,31,0,0,>50K
805,30,Self-emp,HS-grad,9,Married,Sales,39,0,0,<=50K
806,47,Private,Assoc,11,Widowed,Machine-op,36,0,0,<=50K
807,38,State-gov,Some-college,10,Married,Sales,30,0,0,<=50K
808,61,State-gov,Bachelors,13,Married,Exec-managerial,32,25000,0,>50K
809,32,Private,HS-grad,9,Married,Exec-managerial,48,0,0,<=50K
810,27,Private,Some-college,10,Divorced,Tech-support,54,0,0,>50K
811,43,Private,Assoc,11,Never-married,Machine-op,44,0,0,<=50K
812,50,Private,Assoc,11,Married,Sales,46,0,0,>50K
813,52,Private,Assoc,11,Never-married,Tech-support,34,0,0,>50K
814,48,Private,Bachelors,13,Married,Craft-repair,30,10000,0,<=50K
815,25,Self-emp,HS-grad,9,Married,Prof-specialty,36,0,0,>50K
816,34,Private,Assoc,11,Married,Craft-repair,21,0,0,<=50K
817,36,Local-gov,9th,6,Never-married,Craft-repair,47,0,0,<=50K
818,38,Private,11th,8,Divorced,Sales,48,0,0,<=50K
819,39,Self-emp,Bachelors,13,Never-married,Prof-specialty,47,5000,0,>50K
820,39,Private,9th,6,Widowed,Exec-managerial,48,0,0,<=50K
821,36,Private,HS-grad,9,Married,Sales,40,15000,0,>50K
822,19,Private,11th,8,Divorced,Other-service,50,0,0,>50K
823,54,Private,HS-grad,9,Divorced,Tech-support,43,0,0,<=50K
824,20,Private,9th,6,Never-married,Machine-op,47,0,0,<=50K
825,36,Private,Some-college,10,Divorced,Machine-op,48,5000,0,<=50K
826,42,Private,Bachelors,13,Married,Tech-support,35,0,0,<=50K
827,22,Local-gov,Masters,15,Married,Prof-specialty,39,0,1500,>50K
828,43,Self-emp,11th,8,Divorced,Exec-managerial,50,0,0,<=50K
829,40,Local-gov,HS-grad,9,Married,Prof-specialty,43,0,0,>50K
830,49,Private,Some-college,10,Never-married,Prof-specialty,33,0,0,<=50K
831,57,Local-gov,11th,8,Divorced,Craft-repair,50,0,0,<=50K
832,52,Private,Assoc,11,Never-married,Craft-repair,39,0,0,<=50K
833,39,Private,HS-grad,9,Married,Other-service,23,0,0,>50K
834,17,Private,Some-college,10,Married,Craft-repair,54,0,0,<=50K
835,41,Private,Bachelors,13,Divorced,Farming-fishing,54,0,0,>50K
836,25,Federal-gov,HS-grad,9,Never-married,Craft-repair,40,0,0,<=50K
837,22,Private,Some-college,10,Never-married,Prof-specialty,38,0,0,>50K
838,33,State-gov,Masters,15,Divorced,Exec-managerial,31,0,0,<=50K
839,38,Private,Some-college,10,Married,Craft-repair,37,0,0,>50K
840,28,Local-gov,Bachelors,13,Never-married,Prof-specialty,60,0,1500,>50K
841,74,Private,HS-grad,9,Married,Machine-op,22,0,0,<=50K
842,20,Federal-gov,Doctorate,18,Divorced,Other-service,33,0,0,<=50K
843,17,Local-gov,11th,8,Never-married,Craft-repair,30,0,0,<=50K
844,41,Private,Bachelors,13,Widowed,Other-service,33,15000,0,<=50K
845,22,Private,Some-college,10,Never-married,Farming-fishing,45,0,0,<=50K
846,22,Federal-gov,HS-grad,9,Married,Sales,39,0,0,<=50K
847,17,State-gov,9th,6,Divorced,Machine-op,34,0,0,<=50K
848,17,Private,11th,8,Widowed,Tech-support,42,0,0,<=50K
849,18,Local-gov,11th,8,Never-married,Exec-managerial,71,0,0,<=50K
850,20,State-gov,Masters,15,Married,Sales,44,0,1500,>50K
851,39,State-gov,HS-grad,9,Married,Exec-managerial,27,0,0,>50K
852,53,Self-emp,Some-college,10,Never-married,Exec-managerial,47,0,0,<=50K
853,26,Local-gov,Assoc,11,Never-married,Sales,45,0,0,<=50K
854,47,Private,Bachelors,13,Married,Exec-managerial,30,0,0,>50K
855,30,Private,HS-grad,9,Never-married,Sales,21,0,0,<=50K
856,39,Local-gov,Bachelors,13,Married,Prof-specialty,62,0,0,>50K
857,38,Local-gov,11th,8,Never-married,Prof-specialty,39,0,0,<=50K
858,35,Private,Assoc,11,Never-married,Prof-specialty,42,0,0,>50K
859,73,Private,Some-college,10,Married,Tech-support,41,10000,0,<=50K
860,48,Private,Some-college,10,Never-married,Exec-managerial,34,5000,0,>50K
861,21,Self-emp,HS-grad,9,Married,Prof-specialty,37,0,0,<=50K
862,43,Private,HS-grad,9,Married,Machine-op,47,0,0,<=50K
863,35,Local-gov,Masters,15,Married,Machine-op,56,0,0,<=50K
864,33,State-gov,Some-college,10,Married,Craft-repair,45,0,0,>50K
865,43,Private,Bachelors,13,Married,Machine-op,51,0,0,<=50K
866,24,Private,HS-grad,9,Never-married,Prof-specialty,51,0,0,>50K
867,40,Private,11th,8,Never-married,Other-service,27,15000,0,<=50K
868,28,Federal-gov,Some-college,10,Divorced,Exec-managerial,59,0,0,<=50K
869,53,Private,11th,8,Divorced,Exec-managerial,42,0,0,>50K
870,41,Federal-gov,HS-grad,9,Never-married,Prof-specialty,28,0,0,<=50K
871,42,State-gov,HS-grad,9,Never-married,Other-service,30,7500,0,<=50K
872,43,Federal-gov,Bachelors,13,Married,Sales,41,0,0,>50K
873,29,State-gov,HS-grad,9,Married,Craft-repair,23,10000,0,>50K
874,32,State-gov,Bachelors,13,Married,Other-service,49,0,0,<=50K
875,27,Self-emp,Some-college,10,Divorced,Prof-specialty,42,0,0,>50K
876,18,Self-emp,Bachelors,13,Never-married,Prof-specialty,42,0,0,<=50K
877,17,State-gov,HS-grad,9,Married,Exec-managerial,27,0,0,<=50K
878,25,Private,HS-grad,9,Divorced,Craft-repair,51,0,0,<=50K
879,57,Self-emp,Assoc,11,Married,Craft-repair,30,0,0,<=50K
880,24,Federal-gov,9th,6,Divorced,Farming-fishing,63,0,0,<=50K
881,21,Local-gov,HS-grad,9,Never-married,Other-service,33,0,0,<=50K
882,42,Local-gov,Bachelors,13,Divorced,Prof-specialty,42,0,0,>50K
883,37,Private,Some-college,10,Never-married,Farming-fishing,53,0,0,<=50K
884,30,Local-gov,HS-grad,9,Married,Craft-repair,43,0,0,<=50K
885,41,Private,Some-college,10,Divorced,Machine-op,29,0,0,<=50K
886,51,Federal-gov,9th,6,Married,Exec-managerial,41,0,0,>50K
887,38,Self-emp,Bachelors,13,Never-married,Machine-op,28,0,0,<=50K
888,32,Private,Assoc,11,Never-married,Machine-op,45,0,0,<=50K
889,25,Self-emp,9th,6,Married,Machine-op,27,0,0,>50K
890,32,Federal-gov,Doctorate,18,Married,Farming-fishing,29,0,0,<=50K
891,42,Private,Some-college,10,Married,Other-service,38,0,0,<=50K
892,44,Local-gov,Some-college,10,Married,Exec-managerial,27,0,0,>50K
893,37,State-gov,Bachelors,13,Never-married,Other-service,28,0,1500,<=50K
894,33,Private,Some-college,10,Married,Prof-specialty,38,0,1000,<=50K
895,17,Self-emp,11th,8,Never-married,Other-service,34,0,0,<=50K
896,37,Private,11th,8,Married,Farming-fishing,33,7500,0,<=50K
897,56,Private,Masters,15,Married,Sales,38,0,0,>50K
898,62,Self-emp,HS-grad,9,Married,Exec-managerial,41,0,0,>50K
899,26,Private,9th,6,Divorced,Exec-managerial,17,0,0,<=50K
900,39,Self-emp,Assoc,11,Widowed,Prof-specialty,50,0,2000,>50K
901,36,Local-gov,Assoc,11,Married,Sales,31,0,0,<=50K
902,39,Local-gov,HS-grad,9,Never-married,Sales,59,7500,0,>50K
903,33,Federal-gov,Some-college,10,Never-married,Prof-specialty,57,0,0,<=50K
904,52,Private,Assoc,11,Married,Sales,36,0,0,>50K
905,26,Private,Bachelors,13,Married,Other-service,46,0,0,>50K
906,54,Private,HS-grad,9,Married,Craft-repair,40,0,0,<=50K
907,62,Self-emp,11th,8,Married,Farming-fishing,53,0,0,<=50K
908,53,Federal-gov,HS-grad,9,Married,Craft-repair,41,0,0,>50K
909,66,Private,Bachelors,13,Divorced,Craft-repair,43,0,0,<=50K
910,30,Self-emp,Bachelors,13,Never-married,Machine-op,44,15000,1000,>50K
911,22,State-gov,Some-college,10,Never-married,Prof-specialty,48,0,0,<=50K
912,36,Private,9th,6,Married,Craft-repair,50,0,0,>50K
913,42,Private,Some-college,10,Married,Other-service,39,0,0,<=50K
914,19,Private,HS-grad,9,Married,Exec-managerial,36,0,0,>50K
915,61,Private,Masters,15,Married,Prof-specialty,39,0,0,>50K
916,41,Private,Bachelors,13,Widowed,Craft-repair,35,0,0,<=50K
917,53,Local-gov,Some-college,10,Never-married,Sales,32,0,0,<=50K
918,54,Private,Assoc,11,Married,Other-service,49,0,0,>50K
919,28,Private,Masters,15,Never-married,Sales,43,0,0,>50K
920,42,Private,11th,8,Married,Sales,30,0,500,>50K
921,39,Self-emp,HS-grad,9,Married,Sales,28,0,0,<=50K
922,33,Private,Some-college,10,Married,Farming-fishing,27,0,0,<=50K
923,40,Private,Bachelors,13,Married,Other-service,32,0,0,>50K
924,28,Private,Some-college,10,Never-married,Sales,35,5000,0,<=50K
925,36,Private,9th,6,Never-married,Farming-fishing,38,0,0,<=50K
926,45,Local-gov,Some-college,10,Never-married,Craft-repair,53,0,0,<=50K
927,52,Private,Assoc,11,Divorced,Prof-specialty,25,0,0,>50K
928,21,Private,Assoc,11,Married,Sales,48,0,0,<=50K
929,36,Private,Bachelors,13,Never-married,Other-service,30,25000,0,>50K
930,22,Self-emp,Bachelors,13,Married,Prof-specialty,46,0,0,<=50K
931,55,Local-gov,HS-grad,9,Never-married,Craft-repair,39,0,0,>50K
932,57,Private,Some-college,10,Never-married,Exec-managerial,41,0,0,>50K
933,47,Private,Masters,15,Widowed,Sales,35,7500,0,>50K
934,42,Private,Bachelors,13,Never-married,Exec-managerial,33,0,0,>50K
935,51,Private,HS-grad,9,Never-married,Craft-repair,46,0,0,<=50K
936,38,Private,Some-college,10,Married,Craft-repair,36,0,0,>50K
937,50,Private,Some-college,10,Married,Sales,45,0,0,>50K
938,34,Private,Assoc,11,Married,Farming-fishing,34,0,0,<=50K
939,66,Federal-gov,Some-college,10,Divorced,Tech-support,24,0,0,<=50K
940,55,Federal-gov,HS-grad,9,Never-married,Machine-op,43,0,0,<=50K
941,61,Local-gov,Some-college,10,Never-married,Farming-fishing,39,0,0,<=50K
942,51,Private,HS-grad,9,Married,Sales,29,0,0,<=50K
943,22,Private,11th,8,Divorced,Machine-op,50,0,0,<=50K
944,43,Private,Assoc,11,Never-married,Craft-repair,40,0,0,>50K
945,30,Local-gov,Some-college,10,Married,Farming-fishing,35,7500,0,>50K
946,24,Private,Bachelors,13,Never-married,Farming-fishing,30,0,0,<=50K
947,28,Private,Bachelors,13,Widowed,Exec-managerial,56,0,0,>50K
948,19,Private,Assoc,11,Married,Exec-managerial,25,0,0,<=50K
949,17,Self-emp,HS-grad,9,Never-married,Other-service,38,2000,0,<=50K
950,30,Federal-gov,Some-college,10,Never-married,Sales,27,0,1000,<=50K
951,17,Private,HS-grad,9,Never-married,Other-service,28,0,0,<=50K
952,47,Private,Assoc,11,Never-married,Exec-managerial,38,5000,0,>50K
953,28,Private,Assoc,11,Widowed,Other-service,55,0,0,>50K
954,32,Private,HS-grad,9,Married,Farming-fishing,32,0,0,<=50K
955,17,Private,Some-college,10,Never-married,Farming-fishing,43,0,1500,<=50K
956,51,Private,HS-grad,9,Married,Other-service,53,0,0,<=50K
957,52,Private,Doctorate,18,Married,Machine-op,37,7500,0,>50K
958,55,Self-emp,HS-grad,9,Never-married,Tech-support,22,0,0,<=50K
959,39,Private,HS-grad,9,Never-married,Sales,58,0,0,<=50K
960,50,State-gov,Some-college,10,Never-married,Tech-support,20,0,0,<=50K
961,33,Private,Bachelors,13,Divorced,Prof-specialty,42,0,500,>50K
962,38,Private,HS-grad,9,Never-married,Prof-specialty,35,0,0,<=50K
963,48,Self-emp,Doctorate,18,Married,Machine-op,47,0,0,<=50K
964,29,Private,11th,8,Never-married,Exec-managerial,37,0,0,<=50K
965,26,Self-emp,Assoc,11,Married,Farming-fishing,47,0,0,<=50K
966,25,Self-emp,HS-grad,9,Never-married,Exec-managerial,37,0,0,<=50K
967,23,Private,9th,6,Never-married,Machine-op,42,25000,1500,<=50K
968,37,Federal-gov,Bachelors,13,Married,Other-service,30,0,0,<=50K
969,38,Private,Doctorate,18,Divorced,Sales,50,15000,0,>50K
970,34,Local-gov,Some-college,10,Never-married,Exec-managerial,56,0,0,<=50K
971,45,Private,HS-grad,9,Never-married,Prof-specialty,57,0,0,>50K
972,45,State-gov,HS-grad,9,Married,Farming-fishing,29,0,0,<=50K
973,41,Private,Masters,15,Married,Other-service,31,0,0,>50K
974,53,Federal-gov,Some-college,10,Divorced,Prof-specialty,38,0,0,>50K
975,39,Private,Some-college,10,Widowed,Sales,22,0,0,<=50K
976,58,Private,Some-college,10,Never-married,Exec-managerial,44,7500,0,>50K
977,50,Private,Bachelors,13,Never-married,Other-service,28,2000,0,<=50K
978,33,Self-emp,HS-grad,9,Never-married,Exec-managerial,39,0,0,<=50K
979,46,Self-emp,Bachelors,13,Never-married,Other-service,29,0,0,<=50K
980,31,Federal-gov,HS-grad,9,Married,Craft-repair,59,0,0,<=50K
981,49,Federal-gov,HS-grad,9,Married,Prof-specialty,33,0,500,>50K
982,51,Private,Bachelors,13,Never-married,Craft-repair,52,0,0,>50K
983,17,Private,HS-grad,9,Married,Tech-support,31,0,0,<=50K
984,40,Federal-gov,Bachelors,13,Never-married,Sales,40,0,0,<=50K
985,66,Federal-gov,Assoc,11,Married,Other-service,51,0,0,<=50K
986,37,State-gov,9th,6,Never-married,Craft-repair,51,0,0,<=50K
987,25,Private,Bachelors,13,Married,Exec-managerial,35,0,0,>50K
988,17,Self-emp,Masters,15,Never-married,Craft-repair,47,0,0,<=50K
989,34,Private,Masters,15,Married,Other-service,36,0,0,>50K
990,42,Private,Bachelors,13,Divorced,Machine-op,51,0,0,<=50K
991,37,Private,HS-grad,9,Widowed,Prof-specialty,44,0,0,<=50K
992,49,Private,Masters,15,Married,Machine-op,26,0,0,<=50K
993,17,Private,Masters,15,Married,Exec-managerial,38,0,0,>50K
994,54,Private,HS-grad,9,Never-married,Sales,25,0,500,<=50K
995,52,Local-gov,Some-college,10,Married,Machine-op,39,10000,0,>50K
996,22,Private,Some-college,10,Married,Machine-op,21,0,0,<=50K
997,30,Private,HS-grad,9,Married,Sales,42,0,0,>50K
998,36,Federal-gov,Bachelors,13,Married,Prof-specialty,49,0,0,>50K
999,42,Self-emp,Bachelors,13,Divorced,Sales,40,0,0,<=50K
1000,18,State-gov,Some-college,10,Widowed,Machine-op,37,0,0,<=50K
